99	1	0	862	862
491	17	1	1755	1755
96	147	1	1562	1562
394	2	0	1219	1219
21	73	0	1271	1271
56	1	1	5	5
220	15	9	937	937
73	17	13	739	739
1342	41	144	1231	1231
168	74	21	775	775
71	3	33	1191	1191
170	10	1	651	651
310	23	0	982	982
125	34	221	858	858
16	8	0	1503	1503
7	2	7	22	22
131	184	9	1699	1699
21	15	16	1393	1393
17	20	245	856	856
131	3	42	1147	1147
31	2	275	1217	1217
83	2	9	1600	1600
212	22	80	780	780
0	8	247	1247	1247
307	1	82	101	101
16	4	21	1782	1782
1	36	34	869	869
331	2	95	886	886
42	8	21	1474	1474
52	80	201	1586	1586
1	42	11	1310	1310
253	0	153	426	426
95	29	16	1383	1383
1062	30	0	1661	1661
75	20	54	938	938
57	103	88	167	167
212	41	13	1387	1387
16	37	19	327	327
1	2	250	1239	1239
13	2	21	682	682
57	23	88	374	374
230	29	495	1672	1672
21	22	24	510	510
16	2	52	1668	1668
95	4	88	668	668
65	162	16	1265	1265
126	28	21	811	811
21	72	1	1184	1184
0	41	1102	1298	1298
152	8	540	1648	1648
307	22	1	1051	1051
356	42	43	267	267
6	23	1	582	582
99	32	19	546	546
1	3	307	1404	1404
44	7	1	1651	1651
7	23	7	1423	1423
43	41	1	486	486
67	3	171	852	852
0	26	1	1258	1258
301	2	0	1674	1674
48	60	1	1316	1316
149	37	1	1216	1216
21	7	0	1145	1145
411	26	32	715	715
14	28	0	472	472
72	28	1	1758	1758
253	28	245	1215	1215
16	2	394	654	654
16	83	372	1424	1424
0	2	152	18	18
3	40	1	574	574
1	3	96	637	637
1	8	12	1803	1803
7	4	12	416	416
265	16	299	900	900
124	22	1	896	896
1	8	95	1646	1646
21	26	9	676	676
443	37	250	263	263
409	2	49	1339	1339
7	2	79	1670	1670
216	2	0	531	531
9	49	1	146	146
23	28	14	1433	1433
34	159	0	144	144
1102	41	741	1710	1710
16	18	48	38	38
1	109	22	705	705
12	28	1	1805	1805
7	76	906	1840	1840
285	37	13	273	273
16	0	1042	974	974
12	28	1	1139	1139
0	18	431	818	818
21	3	13	1577	1577
21	7	0	1669	1669
1	1	170	811	811
13	13	13	49	49
54	29	51	1090	1090
372	75	31	1793	1793
0	22	289	631	631
67	1	28	1020	1020
99	41	409	1523	1523
1	42	43	1721	1721
99	145	15	1539	1539
0	27	823	1695	1695
0	75	3	1621	1621
1	37	7	305	305
13	166	1	628	628
52	1	0	1611	1611
1	38	24	1121	1121
76	8	21	1232	1232
52	85	21	1176	1176
16	37	88	841	841
104	29	0	1722	1722
170	24	1	889	889
3	15	199	1609	1609
372	23	855	1798	1798
331	2	1	1163	1163
12	23	226	1697	1697
16	20	93	711	711
0	37	495	1290	1290
72	15	9	1634	1634
11	8	1	228	228
52	28	96	1175	1175
1	54	872	883	883
97	23	16	754	754
0	60	21	345	345
855	23	372	73	73
174	63	1	1217	1217
1	22	87	1254	1254
3	4	95	913	913
1423	60	0	1689	1689
9	56	16	328	328
0	76	33	1662	1662
779	36	52	1788	1788
9	95	233	1564	1564
258	102	1	1163	1163
360	32	16	1338	1338
484	22	23	950	950
697	16	142	712	712
1	28	52	1122	1122
1	28	72	1215	1215
258	12	54	675	675
51	95	167	1541	1541
0	29	88	648	648
1	26	1	1087	1087
65	41	319	1188	1188
7	2	57	656	656
13	8	45	1267	1267
259	2	170	494	494
48	18	23	680	680
11	40	9	594	594
45	81	13	1268	1268
212	41	7	1010	1010
240	131	580	1050	1050
23	15	228	1403	1403
34	18	1	799	799
344	2	0	1243	1243
124	22	1	158	158
121	19	1148	924	924
31	26	71	1750	1750
1470	3	0	1786	1786
52	28	426	1616	1616
1	3	234	1158	1158
90	37	7	1161	1161
13	0	83	695	695
93	23	1	1839	1839
0	42	168	319	319
33	22	0	1616	1616
56	25	245	1359	1359
21	0	36	913	913
0	25	88	418	418
1	3	5	851	851
1	3	96	1102	1102
36	5	0	1123	1123
0	28	499	569	569
795	41	815	453	453
6	41	16	1787	1787
49	20	319	1438	1438
245	8	1	943	943
0	28	387	1473	1473
16	13	99	746	746
9	20	83	1230	1230
173	25	710	661	661
0	1	18	438	438
5	20	7	36	36
82	22	1	1804	1804
95	18	9	378	378
52	28	6	1014	1014
173	3	1224	1024	1024
1062	17	0	1754	1754
361	86	16	1775	1775
222	16	395	1017	1017
1	13	216	944	944
0	16	0	715	715
172	13	152	47	47
31	101	13	1327	1327
9	61	45	1095	1095
16	2	71	661	661
9	26	23	1292	1292
285	42	1	499	499
1	1	170	328	328
728	8	16	746	746
99	15	21	1780	1780
20	23	45	1266	1266
245	0	16	1480	1480
88	2	88	564	564
32	72	21	765	765
7	23	421	1512	1512
13	1	1	1049	1049
42	25	23	572	572
847	2	206	1151	1151
1	76	21	584	584
15	131	99	1454	1454
307	0	27	300	300
361	2	13	347	347
13	70	1	1814	1814
366	26	1	1673	1673
21	23	319	882	882
88	13	152	548	548
16	23	264	1590	1590
193	25	1	434	434
361	8	361	233	233
199	3	99	1195	1195
253	28	16	911	911
12	20	585	816	816
50	2	0	677	677
63	15	0	988	988
155	2	6	1590	1590
1	41	7	511	511
1144	5	16	702	702
289	29	6	922	922
3	1	13	1409	1409
227	28	21	1741	1741
5	0	325	405	405
12	41	540	1569	1569
225	83	762	1386	1386
6	40	13	1727	1727
7	40	45	1334	1334
88	2	58	518	518
190	8	170	1138	1138
16	2	14	1410	1410
31	22	82	1248	1248
424	0	1	1560	1560
519	26	13	1552	1552
170	29	32	923	923
9	16	58	1695	1695
840	4	0	557	557
840	4	0	656	656
26	15	189	1390	1390
88	4	34	1541	1541
21	144	0	331	331
16	28	80	664	664
83	148	14	1546	1546
70	15	1	1453	1453
0	20	48	1791	1791
43	23	33	1279	1279
99	36	12	814	814
13	23	20	1249	1249
23	20	14	1445	1445
100	12	372	1430	1430
1190	8	99	546	546
87	95	23	1221	1221
99	4	33	456	456
824	23	0	1431	1431
88	29	11	1362	1362
307	31	1	1763	1763
9	66	11	1538	1538
16	0	666	1556	1556
42	34	1267	1284	1284
26	2	88	1367	1367
1	2	141	1802	1802
642	42	16	628	628
52	8	22	1314	1314
88	12	6	1667	1667
674	2	99	1810	1810
106	93	21	815	815
76	73	0	883	883
0	73	0	1335	1335
1	20	1	1803	1803
9	25	80	1020	1020
16	118	501	554	554
57	4	96	1130	1130
0	37	71	1611	1611
19	27	0	1784	1784
95	40	0	1316	1316
9	2	5	244	244
9	68	23	1499	1499
292	71	673	1391	1391
56	41	176	1285	1285
1	22	72	1433	1433
1373	29	11	494	494
1	40	474	1747	1747
34	15	0	1645	1645
0	0	14	1484	1484
33	0	57	64	64
463	0	16	1650	1650
823	4	264	347	347
89	40	1	1089	1089
174	75	115	943	943
0	95	14	1806	1806
245	42	240	1743	1743
1	0	19	246	246
225	37	7	804	804
0	20	394	288	288
14	24	0	1490	1490
611	7	127	489	489
1	17	1	70	70
70	19	1	1638	1638
9	28	1	362	362
1	19	12	1112	1112
258	8	0	1786	1786
0	22	77	732	732
7	113	12	417	417
1146	1	31	1652	1652
1	40	1	1107	1107
307	8	1	498	498
0	18	401	663	663
52	22	13	1827	1827
1	25	23	305	305
33	36	9	1462	1462
16	103	680	1014	1014
21	3	16	1650	1650
84	4	0	381	381
12	77	16	319	319
16	0	34	1556	1556
80	8	0	1104	1104
456	8	1	1196	1196
16	18	469	855	855
21	8	21	798	798
4	25	319	1576	1576
20	0	241	653	653
0	3	42	1784	1784
752	89	264	741	741
225	2	82	1019	1019
245	83	16	1777	1777
99	8	44	1002	1002
13	22	21	1306	1306
9	48	23	1593	1593
673	71	242	1636	1636
1	41	327	1158	1158
10	41	1	761	761
264	28	1	63	63
843	95	1	223	223
421	22	253	1036	1036
23	88	1	1493	1493
88	28	6	1666	1666
95	78	1	1181	1181
1	8	1096	1341	1341
16	2	152	1116	1116
20	23	710	469	469
5	28	7	414	414
3	28	6	1854	1854
1	8	259	964	964
106	2	101	1564	1564
0	15	361	525	525
3	41	33	1399	1399
440	81	7	158	158
88	49	549	1178	1178
7	15	80	1695	1695
600	39	1153	1408	1408
601	2	65	283	283
96	4	88	1171	1171
33	0	88	131	131
91	1	72	888	888
34	100	17	1779	1779
20	109	45	1748	1748
600	61	356	877	877
0	16	45	374	374
78	16	1	375	375
264	22	0	1541	1541
88	3	42	1280	1280
1	37	1	1127	1127
9	41	80	784	784
0	16	331	712	712
1	18	43	1229	1229
5	40	11	1536	1536
491	8	65	634	634
21	48	0	547	547
21	18	1	1793	1793
26	75	933	1402	1402
303	41	11	167	167
93	15	1	426	426
3	17	5	1577	1577
0	40	307	1841	1841
88	28	88	1529	1529
67	52	121	880	880
1	37	1	1534	1534
0	20	253	1672	1672
20	13	83	584	584
16	28	409	1526	1526
104	2	33	1601	1601
556	40	1	1441	1441
34	28	30	757	757
57	3	7	932	932
1	41	1	1372	1372
57	2	83	929	929
451	117	1	1741	1741
254	0	1178	1561	1561
80	54	16	997	997
0	109	13	723	723
56	36	228	1330	1330
7	23	6	929	929
34	23	0	766	766
0	15	0	1196	1196
170	22	7	1795	1795
526	30	48	1452	1452
95	23	99	1453	1453
58	41	9	1528	1528
43	87	6	1334	1334
55	21	1	1770	1770
81	2	0	964	964
39	23	52	1799	1799
789	49	332	1173	1173
52	48	0	1016	1016
89	179	0	1312	1312
7	2	21	773	773
1	23	673	889	889
3	44	16	592	592
1	36	54	586	586
45	17	9	872	872
21	73	416	1315	1315
21	109	328	770	770
0	0	88	1037	1037
11	95	328	1660	1660
58	36	20	1147	1147
16	99	48	1522	1522
1285	20	11	574	574
58	3	9	470	470
0	16	3	1584	1584
88	20	0	871	871
11	37	9	1517	1517
389	18	474	1652	1652
225	23	11	1396	1396
258	8	73	1833	1833
1	23	1543	1433	1433
1	68	13	1672	1672
299	10	67	854	854
1	29	72	1670	1670
88	41	1	1258	1258
277	3	261	457	457
0	3	196	844	844
48	0	88	907	907
1	2	258	5	5
16	18	150	886	886
0	2	486	1752	1752
17	181	56	1607	1607
80	56	0	423	423
13	13	193	822	822
9	23	356	1434	1434
0	8	31	1435	1435
9	42	331	681	681
12	41	229	1783	1783
379	41	0	1789	1789
9	13	13	589	589
635	2	275	1447	1447
1	2	890	728	728
9	27	1	996	996
7	64	345	591	591
253	20	82	1803	1803
24	20	0	421	421
428	13	345	1122	1122
0	8	344	1116	1116
16	16	21	1442	1442
12	11	121	1606	1606
125	29	15	1733	1733
88	28	0	1593	1593
60	28	0	423	423
1	52	1	604	604
1	22	65	795	795
6	34	170	502	502
154	28	1207	1348	1348
1	8	21	220	220
60	8	95	264	264
36	23	418	822	822
21	23	1	1022	1022
0	0	58	767	767
0	3	342	1828	1828
0	16	21	1713	1713
93	20	1189	810	810
0	131	21	623	623
1	24	1511	1344	1344
9	2	347	1246	1246
0	3	34	1590	1590
1	25	45	305	305
60	16	32	1678	1678
7	3	95	1440	1440
12	23	73	1722	1722
1	60	1	508	508
56	29	30	1344	1344
52	8	39	1799	1799
9	22	32	312	312
3	47	7	653	653
310	0	0	1392	1392
911	41	21	1057	1057
99	41	212	1316	1316
285	41	9	950	950
16	122	0	1466	1466
16	152	1240	652	652
1	77	170	1243	1243
740	28	673	1156	1156
14	60	0	1780	1780
344	66	467	1404	1404
330	8	31	894	894
56	2	52	761	761
0	1	153	92	92
1302	1	1	519	519
96	8	0	150	150
1	40	45	1640	1640
52	30	54	1245	1245
9	2	6	1477	1477
472	2	13	1508	1508
0	20	52	1173	1173
23	41	0	367	367
21	76	13	1506	1506
31	0	845	1613	1613
16	36	9	1317	1317
9	81	11	725	725
241	7	88	1577	1577
0	41	12	1293	1293
26	2	273	1648	1648
456	18	0	894	894
60	13	264	1799	1799
65	2	13	966	966
0	16	53	1438	1438
285	2	0	1743	1743
142	80	0	840	840
6	23	9	1119	1119
7	28	7	1345	1345
0	60	23	570	570
1	29	16	1167	1167
345	40	44	480	480
20	41	89	1791	1791
7	23	421	1559	1559
0	95	1	1741	1741
14	20	60	1481	1481
0	0	48	1522	1522
26	2	7	1335	1335
466	8	458	1264	1264
97	37	16	1394	1394
0	93	44	1573	1573
1289	3	0	356	356
42	42	212	1569	1569
13	56	1	147	147
0	34	21	1511	1511
72	23	9	1665	1665
264	1	106	1159	1159
381	3	24	203	203
9	28	541	902	902
1	15	154	1838	1838
23	37	16	940	940
7	22	253	248	248
23	47	344	999	999
21	89	88	342	342
97	16	0	1802	1802
33	129	241	439	439
0	28	463	1766	1766
0	30	54	1666	1666
45	18	1	882	882
3	21	1	1289	1289
9	81	307	1577	1577
109	15	1419	1268	1268
9	18	9	1388	1388
45	18	11	1480	1480
253	16	99	909	909
99	37	63	1057	1057
109	91	82	1170	1170
0	16	170	831	831
106	8	631	1489	1489
73	109	386	588	588
55	0	23	423	423
36	28	0	1735	1735
580	41	31	502	502
16	0	307	422	422
0	23	754	1555	1555
36	100	0	1208	1208
57	20	0	667	667
19	73	0	1355	1355
25	87	1	1339	1339
45	25	11	1027	1027
216	41	44	89	89
21	41	14	1790	1790
15	8	66	1174	1174
106	2	265	860	860
43	21	1	1290	1290
0	89	14	110	110
6	91	6	988	988
121	28	1	126	126
1439	52	0	864	864
0	28	23	1441	1441
13	20	259	1568	1568
0	1	305	556	556
19	52	1	1512	1512
34	2	99	1825	1825
21	37	0	686	686
1	23	1	680	680
0	21	345	313	313
88	4	0	1067	1067
1159	26	197	232	232
0	69	765	369	369
34	211	170	966	966
1	41	1228	1602	1602
1	8	65	872	872
45	23	11	1673	1673
259	2	1	564	564
21	2	20	673	673
13	15	1	1734	1734
19	0	21	773	773
63	8	236	1098	1098
988	52	191	811	811
104	60	13	1770	1770
43	60	82	833	833
21	8	899	573	573
9	3	0	1422	1422
95	0	49	45	45
9	18	83	1312	1312
16	52	87	372	372
16	52	1554	1051	1051
72	56	1	1672	1672
0	40	33	1638	1638
1	28	153	649	649
187	19	0	1750	1750
456	2	21	1125	1125
64	28	0	714	714
1	76	1	907	907
77	37	39	1473	1473
12	16	0	754	754
52	16	0	1146	1146
1	22	1	372	372
1	26	1	1501	1501
52	16	124	1160	1160
19	40	16	109	109
0	83	344	799	799
1	23	1	560	560
1	74	45	1540	1540
13	87	1	518	518
55	22	228	1332	1332
1	18	13	1060	1060
93	18	1047	931	931
0	66	57	9	9
179	1	0	368	368
23	16	1	798	798
88	18	60	1140	1140
1114	28	43	908	908
86	37	21	1482	1482
273	28	1	1797	1797
11	23	13	1681	1681
1	13	44	1086	1086
57	4	21	553	553
1	3	579	1352	1352
0	70	212	1173	1173
42	3	236	690	690
1	2	82	38	38
7	23	15	1273	1273
3	28	12	591	591
0	16	14	976	976
56	20	55	31	31
16	36	76	26	26
6	2	88	1666	1666
130	56	9	331	331
11	69	375	12	12
36	10	99	571	571
1	73	451	1174	1174
88	40	96	1739	1739
1	0	180	1219	1219
9	8	24	49	49
99	28	142	1231	1231
190	1	170	1114	1114
1	104	1	1235	1235
1	25	7	1061	1061
21	109	325	1572	1572
31	20	121	1410	1410
45	137	43	718	718
57	20	7	1649	1649
77	24	0	332	332
44	47	9	1063	1063
13	18	387	753	753
1	73	21	1489	1489
72	18	7	250	250
1217	42	0	1749	1749
95	18	541	792	792
11	8	1	1495	1495
258	3	16	201	201
21	11	7	1690	1690
241	70	0	184	184
0	15	0	831	831
222	131	0	1781	1781
469	23	9	295	295
213	17	7	1463	1463
0	1	32	887	887
13	41	9	615	615
1	0	1	866	866
0	0	139	1438	1438
1	13	13	178	178
30	0	378	10	10
361	41	7	271	271
23	28	0	1401	1401
26	60	1	892	892
1	21	1	867	867
16	52	19	1854	1854
144	15	1	311	311
135	22	21	951	951
16	16	569	1312	1312
33	2	1	991	991
0	26	331	1588	1588
0	21	6	1809	1809
292	26	13	533	533
97	15	0	822	822
21	20	13	871	871
585	36	1	91	91
0	1	119	305	305
82	15	1	1749	1749
9	23	73	986	986
0	2	190	1035	1035
9	8	9	1478	1478
31	95	42	428	428
170	1	170	415	415
82	20	9	77	77
0	8	23	1644	1644
787	3	1	456	456
1	26	109	917	917
456	1	1	1820	1820
52	85	21	456	456
261	77	1	596	596
556	29	1	118	118
3	24	0	1340	1340
88	1	83	1243	1243
96	103	16	106	106
21	23	0	1554	1554
1	15	65	1650	1650
227	37	25	1677	1677
153	73	21	695	695
88	20	58	1151	1151
43	8	31	1021	1021
52	75	1	106	106
88	16	1	514	514
45	0	15	1731	1731
3	159	77	890	890
9	8	11	1409	1409
89	24	7	1762	1762
673	71	170	1296	1296
33	2	1	711	711
899	0	243	1023	1023
19	3	99	566	566
9	40	387	1816	1816
3	18	0	893	893
9	61	874	1239	1239
1	18	109	1509	1509
1	3	55	1006	1006
101	26	126	524	524
67	18	6	39	39
0	26	21	1034	1034
62	3	16	1589	1589
7	0	12	1318	1318
1329	20	7	1376	1376
26	15	1	484	484
33	37	3	1474	1474
7	1	12	938	938
427	3	22	1062	1062
0	83	71	1796	1796
0	4	9	146	146
99	22	80	1296	1296
58	4	99	459	459
27	2	170	1696	1696
34	15	142	1478	1478
253	15	12	1022	1022
170	76	0	513	513
52	8	1308	1321	1321
45	28	21	1386	1386
1	42	658	1661	1661
9	40	45	1436	1436
73	22	1	345	345
33	8	193	1316	1316
16	22	361	997	997
9	8	45	1123	1123
33	37	99	1790	1790
0	3	223	980	980
1	18	21	1081	1081
7	23	602	1253	1253
21	36	16	947	947
0	28	1	1455	1455
82	8	95	134	134
95	2	33	1184	1184
20	8	66	1816	1816
1	8	170	1182	1182
57	113	0	703	703
64	2	7	808	808
170	10	922	1029	1029
96	4	0	737	737
0	4	0	1455	1455
16	26	42	1325	1325
204	3	32	687	687
1	37	13	1504	1504
9	0	168	1323	1323
21	4	99	456	456
14	23	0	1829	1829
16	81	19	615	615
3	145	905	1661	1661
7	20	67	1561	1561
1	120	13	1491	1491
13	23	20	1021	1021
0	0	12	595	595
14	26	42	1701	1701
13	22	3	1810	1810
170	13	1204	958	958
1	8	88	473	473
1	3	230	1621	1621
222	28	0	1385	1385
0	8	344	1390	1390
19	8	16	1719	1719
48	108	15	894	894
43	190	1	1804	1804
491	41	285	162	162
237	46	82	1659	1659
57	18	3	13	13
1	3	1	1656	1656
307	0	16	394	394
0	41	431	1165	1165
1	23	83	1789	1789
16	40	14	1788	1788
9	52	221	1378	1378
0	3	89	1205	1205
1318	3	179	1779	1779
7	2	174	486	486
565	10	67	839	839
0	48	150	1587	1587
3	69	315	1584	1584
9	28	1	495	495
109	2	1	1316	1316
142	24	0	1784	1784
9	13	880	1106	1106
23	18	19	864	864
16	3	486	1534	1534
1	75	23	1442	1442
544	8	0	708	708
91	37	9	1120	1120
3	52	1	1495	1495
89	40	0	22	22
9	18	52	1499	1499
0	8	0	341	341
549	23	7	1870	1870
1	60	264	1442	1442
12	41	319	1669	1669
13	8	1	474	474
13	41	9	111	111
108	96	1	163	163
16	18	344	1490	1490
170	0	0	1815	1815
21	17	6	1511	1511
1	21	45	355	355
88	20	7	1023	1023
88	3	1	1146	1146
11	68	7	471	471
16	2	245	1062	1062
466	17	526	714	714
9	18	32	1734	1734
6	95	19	1780	1780
0	71	57	1064	1064
16	40	10	1498	1498
52	56	1	1784	1784
21	4	0	1442	1442
23	29	1	930	930
171	10	256	432	432
1	20	1264	678	678
131	13	52	283	283
57	37	13	906	906
262	73	1	301	301
1307	2	7	1449	1449
0	18	338	537	537
13	71	673	693	693
104	30	9	487	487
540	8	99	159	159
6	41	45	1490	1490
0	15	36	809	809
1	13	34	566	566
0	47	653	618	618
46	3	56	189	189
16	23	445	898	898
1	18	556	1149	1149
7	57	319	442	442
0	1	95	1114	1114
1	78	189	917	917
45	18	1	765	765
170	8	0	958	958
171	28	0	968	968
88	4	57	698	698
26	36	1	748	748
0	18	96	1099	1099
234	20	7	1789	1789
0	36	60	554	554
783	20	708	913	913
0	8	416	573	573
125	16	13	329	329
13	73	1	1284	1284
361	3	52	36	36
44	41	167	1657	1657
52	26	203	84	84
44	54	23	1504	1504
150	146	5	1230	1230
73	28	617	1163	1163
57	8	16	1488	1488
19	76	0	1752	1752
160	23	1	446	446
48	0	109	1185	1185
177	40	3	1509	1509
7	23	45	1181	1181
174	8	7	1396	1396
43	78	9	1087	1087
337	3	9	1464	1464
0	80	1	1272	1272
245	29	16	18	18
307	68	0	1657	1657
7	8	170	1421	1421
14	23	60	1501	1501
104	2	96	1603	1603
0	3	23	1369	1369
548	23	9	24	24
16	37	623	1627	1627
1	17	580	1339	1339
43	15	3	1056	1056
1	75	43	1500	1500
21	18	0	1672	1672
65	18	210	1051	1051
21	34	52	781	781
307	44	45	108	108
155	28	16	900	900
9	16	9	1308	1308
0	3	17	726	726
0	28	319	1611	1611
168	18	275	1231	1231
13	39	11	1407	1407
285	18	1	1365	1365
21	5	1	1196	1196
1	20	72	246	246
580	42	1	886	886
0	3	199	1053	1053
1	2	250	1726	1726
60	20	168	1678	1678
248	18	93	1198	1198
9	8	55	1784	1784
80	23	48	268	268
96	3	602	1054	1054
88	38	12	966	966
245	23	0	885	885
1	40	52	1017	1017
445	23	7	1834	1834
0	13	177	192	192
0	15	253	465	465
0	23	445	898	898
307	20	0	921	921
9	100	1	567	567
0	0	157	646	646
80	8	0	253	253
106	12	1	155	155
0	41	15	633	633
1	15	21	654	654
7	95	56	851	851
88	78	88	1056	1056
95	20	13	454	454
60	18	170	1140	1140
1	26	126	750	750
56	23	109	772	772
960	52	9	1239	1239
586	41	1	1138	1138
20	23	88	1337	1337
876	2	73	1490	1490
199	0	43	918	918
13	3	237	509	509
87	0	1253	331	331
34	8	16	1582	1582
125	71	1	1492	1492
33	29	88	1160	1160
1	37	326	545	545
840	0	16	676	676
441	3	1	1435	1435
71	29	16	668	668
72	0	27	1021	1021
1387	0	1387	1071	1071
16	150	99	654	654
142	40	0	1456	1456
104	15	225	339	339
11	41	13	1544	1544
1	83	65	1625	1625
9	99	622	710	710
1	62	189	1191	1191
89	20	52	1170	1170
1	23	307	734	734
45	120	13	1431	1431
0	1	253	866	866
220	15	7	830	830
99	40	36	1246	1246
79	2	691	1817	1817
1	28	805	1265	1265
44	3	1	1310	1310
7	8	421	913	913
9	47	9	1819	1819
7	0	66	574	574
99	15	253	597	597
31	42	869	392	392
0	15	77	714	714
0	3	258	1560	1560
253	8	0	931	931
0	0	88	305	305
512	4	104	810	810
117	60	1	1171	1171
67	21	1	1730	1730
21	76	1	1782	1782
16	28	697	457	457
1	62	259	236	236
72	61	926	1784	1784
0	2	114	18	18
1	28	292	1396	1396
357	23	809	470	470
0	13	101	32	32
43	26	151	1344	1344
957	26	0	716	716
259	15	1	1806	1806
52	0	15	1622	1622
9	22	44	1552	1552
409	28	344	401	401
21	15	52	96	96
1287	3	13	1499	1499
821	26	9	677	677
142	37	66	1422	1422
30	23	88	1067	1067
21	16	174	757	757
1	2	7	1006	1006
22	37	170	1294	1294
142	39	0	805	805
9	49	11	1336	1336
12	34	109	1006	1006
221	41	1	1634	1634
16	20	83	476	476
49	2	93	337	337
622	62	1	1201	1201
0	75	0	1779	1779
261	37	7	485	485
0	41	52	921	921
855	2	48	1282	1282
9	3	240	1149	1149
73	17	57	1499	1499
1	0	21	1438	1438
1	71	21	1203	1203
22	3	1	69	69
43	16	21	1578	1578
34	56	0	1392	1392
21	40	0	1582	1582
3	4	95	715	715
54	3	379	1809	1809
1	3	88	748	748
275	85	0	1221	1221
151	8	22	221	221
45	8	11	1267	1267
159	23	7	1508	1508
8	37	20	1199	1199
171	16	7	838	838
78	2	26	1615	1615
1	83	13	1625	1625
45	15	442	1172	1172
264	61	0	1458	1458
21	16	623	1752	1752
189	18	9	713	713
23	20	88	915	915
331	2	1	1181	1181
7	0	21	1750	1750
159	20	159	977	977
564	15	142	440	440
9	42	83	1314	1314
0	0	88	950	950
1	38	44	1097	1097
420	8	0	1569	1569
16	3	90	420	420
273	23	1	1437	1437
283	37	261	1094	1094
328	15	171	696	696
